"Signatur","Titel","Zeit","Ort"
"Sozarch_F_5033-Fil-04","Laden des Lebensmittelvereins Zürich an der Konrad-Ilg-Strasse 4 in Zürich: Ladentheke","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-04","Laden des Lebensmittelvereins Zürich an der Länggrütstrasse 11 in Zürich: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-04","Laden des Lebensmittelvereins Zürich an der Langstrasse 124 in Zürich: Aussenansicht, im Bild der Kotflügel eines Autos","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-05","Laden des Lebensmittelvereins Zürich am Letzigraben 15 in Zürich: Aussenansicht (vermutlich kurz nach der Fertigstellung des Gebäudes 1952)","Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-05","Laden des Lebensmittelvereins Zürich am Letzigraben 153 in Zürich: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-05","Laden des Lebensmittelvereins Zürich am Lindenplatz in Zürich: Grosse Gruppe von Kunden warten vor der Eröffnung 1958 vor dem Eingang","Neuzeit;20. Jh.;1951-2000;1951-1960;1958","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-05","Laden des Lebensmittelvereins Zürich am Lindenplatz in Zürich: Angestellte und Kundinnen an den Kassen bei der Eröffnung am 30.10.1975","Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-05","Laden des Lebensmittelvereins Zürich im Lochergut in Zürich: Kundinnen beim Einkaufen","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-05","Laden des Lebensmittelvereins Zürich im Lochergut in Zürich: Aussenansicht aus erhöhter Perspektive (vermutlich 1966)","Neuzeit;20. Jh.;1951-2000;1961-1970","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-05","Laden des Lebensmittelvereins Zürich im Lochergut in Zürich: Kunden bei einer Präsentation, Rolltreppen (vermutlich 1966 bei der Eröffnung)","Neuzeit;20. Jh.;1951-2000;1961-1970","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-05","Laden des Lebensmittelvereins Zürich an der Michelstrasse 44 in Zürich: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-05","Laden des Lebensmittelvereins Zürich an der Milchbuckstrasse 1-5 in Zürich","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-05","Laden des Lebensmittelvereins Zürich an der Militärstrasse 8 in Zürich: Ladentheke","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-06","Laden des Lebensmittelvereins Zürich an der Moosstrasse in Zürich, 1954","Neuzeit;20. Jh.;1951-2000;1951-1960;1954","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-06","Laden des Lebensmittelvereins Zürich an der Münchhaldenstrasse in Zürich","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-06","Laden des Lebensmittelvereins Zürich an der Scheffelstrasse 3 bei der Nordbrücke in Zürich: Eröffnung 7. Juli 1966: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1961-1970;1966","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-06","Laden des Lebensmittelvereins Zürich im Center Oerlikon in Zürich: Eröffnung November 1977, Aussenansicht mit Passanten","Neuzeit;20. Jh.;1951-2000;1971-1980;1977","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-06","Laden des Lebensmittelvereins Zürich an der Opfikonerstrasse in Zürich: 11. Februar 1955","Neuzeit;20. Jh.;1951-2000;1951-1960;1955","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-06","Laden des Lebensmittelvereins Zürich an der Ottikerstr. 6 in Zürich, 1954","Neuzeit;20. Jh.;1951-2000;1951-1960;1954","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-06","Laden des Lebensmittelvereins Zürich an der Rankstrasse 1 in Zürich, 1954","Neuzeit;20. Jh.;1951-2000;1951-1960;1954","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-06","Laden des Lebensmittelvereins Zürich im Robert-Seidel-Hof in Zürich: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-06","Laden des Lebensmittelvereins Zürich an der Röschibachstrasse 46 in Zürich: Eröffnung 1957, Aussenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-06","Laden des Lebensmittelvereins Zürich an der Scheuchzerstrasse 18 in Zürich, 1954","Neuzeit;20. Jh.;1951-2000;1951-1960;1954","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-07","Laden des Lebensmittelvereins Zürich an der Saatlenstrasse 98 in Zürich: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-07","Laden des Lebensmittelvereins Zürich an der Saatlenstrasse 251 in Zürich, 20. Februar 1958","Neuzeit;20. Jh.;1951-2000;1951-1960;1958","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-07","Laden des Lebensmittelvereins Zürich an der Schaffhauserstrasse 4 in Zürich","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-07","Laden des Lebensmittelvereins Zürich an der Schaffhauserstrasse 114 in Zürich","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-07","Laden des Lebensmittelvereins Zürich an der Schaffhauserstrasse 344 in Zürich","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-07","Laden des Lebensmittelvereins Zürich an der Schaffhauserstrasse 499 in Zürich","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-07","Laden des Lebensmittelvereins Zürich an der Scheuchzerstrasse 18 in Zürich, 6. Mai 1954","Neuzeit;20. Jh.;1951-2000;1951-1960;1954","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-07","Laden des Lebensmittelvereins Zürich am Schönauring 92 in Zürich","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-07","Laden des Lebensmittelvereins Zürich im Schürbungert in Zürich","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-07","Laden des Lebensmittelvereins Zürich an der Schweighofstrasse 226 in Zürich: Aussenansicht (vermutlich 1959 bei der Eröffnung)","Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-08","Laden des Lebensmittelvereins Zürich an der Spitalgasse 5 in Zürich, 4. August 1952","Neuzeit;20. Jh.;1951-2000;1951-1960;1952","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-08","Laden des Lebensmittelvereins Zürich an der Schaffhauserstrasse 20 in Zürich: Gruppenbild von Angestellten","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-08","Laden des Lebensmittelvereins Zürich an der Sternenstrasse in Zürich: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-08","Laden des Lebensmittelvereins Zürich an der Tramstrasse 110 in Zürich","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-08","Laden des Lebensmittelvereins Zürich an der Tulpenstrasse in Zürich","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-08","Laden des Lebensmittelvereins Zürich an der Wetlibergstrasse 132 in Zürich","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-08","Laden des Lebensmittelvereins Zürich an der Waffenplatzstrasse 92 in Zürich: : Aussenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-08","Laden des Lebensmittelvereins Zürich an der Wehntalerstrasse 419 in Zürich: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-08","Laden des Lebensmittelvereins Zürich an der Weinbergstrasse 166 in Zürich: Gruppenbild mit Angestellten","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-08","Laden des Lebensmittelvereins Zürich an der Birmensdorferstrasse 200 in Zürich: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-09","Laden des Lebensmittelvereins Zürich an der Wiesendangerstrasse in Zürich","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-09","Laden des Lebensmittelvereins Zürich an der Winterthurerstrasse 66 in Zürich: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-09","Laden des Lebensmittelvereins Zürich an der Winterthurerstrasse 247 in Zürich","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-09","Laden des Lebensmittelvereins Zürich an der Winterthurerstrasse 537 in Zürich, November 1963: Aussenansicht mit anstehenden Kunden","Neuzeit;20. Jh.;1951-2000;1961-1970;1963","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-09","Laden des Lebensmittelvereins Zürich an der Winterthurerstrasse 537 in Zürich: Schuhabteilung","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-09","Laden des Lebensmittelvereins Zürich an der Witikonerstrasse in Zürich: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-09","Laden des Lebensmittelvereins Zürich an der Zurlindenstrasse 300 in Zürich: Aussenansicht bei Nacht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-09","Laden des Lebensmittelvereins Zürich an der Zwischenbächenstrasse in Zürich: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-09","Laden des Lebensmittelvereins Zürich an der Zypressenstrasse 115 in Zürich: Ladentheke","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-09","Laden des Lebensmittelvereins Zürich an der Mettmenstetterstrase 1205 in Affoltern, 22. Februar 1958","Neuzeit;20. Jh.;1951-2000;1951-1960;1958","Europa;Schweiz;Zürich, Kanton;A"
"Sozarch_F_5033-Fil-10","Laden des Lebensmittelvereins Zürich an der Wehntalerstrasse 549 in Zürich-Affoltern, 22. Oktober 1970: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1961-1970;1970","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-10","Laden des Lebensmittelvereins Zürich in Bassersdorf: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;B"
"Sozarch_F_5033-Fil-10","Laden des Lebensmittelvereins Zürich in Birmensdorf: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;B"
"Sozarch_F_5033-Fil-10","Laden des Lebensmittelvereins Zürich in Bülach: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;B"
"Sozarch_F_5033-Fil-10","Laden des Lebensmittelvereins Zürich an der Bahnhofstrasse in Dielsdorf, 1954: Ladentheke","Neuzeit;20. Jh.;1951-2000;1951-1960;1954","Europa;Schweiz;Zürich, Kanton;D"
"Sozarch_F_5033-Fil-10","Laden des Lebensmittelvereins Zürich an der Bremgartenstrasse in Dietikon, 1954","Neuzeit;20. Jh.;1951-2000;1951-1960;1954","Europa;Schweiz;Zürich, Kanton;D"
"Sozarch_F_5033-Fil-10","Laden des Lebensmittelvereins Zürich an der Oberdorfstrasse in Dietikon","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;D"
"Sozarch_F_5033-Fil-10","Laden des Lebensmittelvereins Zürich an der Bahnhofstrasse 56 in Dietikon: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;D"
"Sozarch_F_5033-Fil-10","Laden des Lebensmittelvereins Zürich in Dübendorf: Eröffnung, 28. September 1972, Aussenansicht","Neuzeit;20. Jh.;1951-2000;1971-1980;1972","Europa;Schweiz;Zürich, Kanton;D"
"Sozarch_F_5033-Fil-10","Laden des Lebensmittelvereins Zürich an der Bahnhofstrasse 14 in Erlenbach","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;E"
"Sozarch_F_5033-Fil-11","Laden des Lebensmittelvereins Zürich in Glattfelden: Eröffnung 4. Mai 1972, Aussenansicht mit Kunden","Neuzeit;20. Jh.;1951-2000;1971-1980;1972 /Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1","Europa;Schweiz;Zürich, Kanton;G"
"Sozarch_F_5033-Fil-11","Laden des Lebensmittelvereins Zürich an der Schaffhauserstrasse 111 in Glattbrugg","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;O"
"Sozarch_F_5033-Fil-11","Laden des Lebensmittelvereins Zürich an der Schaffhauserstrasse 53 in Glattbrugg: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;O"
"Sozarch_F_5033-Fil-11","Laden des Lebensmittelvereins Zürich an der Gartenstrasse 2 in Herrliberg: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;H"
"Sozarch_F_5033-Fil-11","Laden des Lebensmittelvereins Zürich in Langnau am Albis: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;L"
"Sozarch_F_5033-Fil-11","Laden des Lebensmittelvereins Zürich in Kilchberg, 1949: Aussenansicht bei Nacht","Neuzeit;20. Jh.;1901-1950;1941-1950;1949","Europa;Schweiz;Zürich, Kanton;K"
"Sozarch_F_5033-Fil-11","Laden des Lebensmittelvereins Zürich in Kloten: Eröffnung 30. September 1976, Kundinnen am Einkaufen","Neuzeit;20. Jh.;1951-2000;1971-1980;1976","Europa;Schweiz;Zürich, Kanton;K"
"Sozarch_F_5033-Fil-11","Laden des Lebensmittelvereins Zürich in Kloten: Eröffnung 1960, Aussenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960;1960","Europa;Schweiz;Zürich, Kanton;K"
"Sozarch_F_5033-Fil-11","Laden des Lebensmittelvereins Zürich an der Dorfstr. 18 in Küsnacht: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;K"
"Sozarch_F_5033-Fil-11","Laden des Lebensmittelvereins Zürich am Gartenweg 2 in Langnau","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;L"
"Sozarch_F_5033-Fil-12","Laden des Lebensmittelvereins Zürich in Niederhasli: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;N"
"Sozarch_F_5033-Fil-12","Laden des Lebensmittelvereins Zürich in Niederhasli: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;N"
"Sozarch_F_5033-Fil-12","Laden des Lebensmittelvereins Zürich in Oberengstringen: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;O"
"Sozarch_F_5033-Fil-12","Laden des Lebensmittelvereins Zürich an der Fachstrasse 82 in Oberrieden: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;O"
"Sozarch_F_5033-Fil-12","Laden des Lebensmittelvereins Zürich in Regensdorf, 1973: Aussenansicht mit Passanten","Neuzeit;20. Jh.;1951-2000;1971-1980;1973","Europa;Schweiz;Zürich, Kanton;R"
"Sozarch_F_5033-Fil-12","Laden des Lebensmittelvereins Zürich in Rümlang: Eröffnung 26. November 1970, : Aussenansicht","Neuzeit;20. Jh.;1951-2000;1961-1970;1970","Europa;Schweiz;Zürich, Kanton;R"
"Sozarch_F_5033-Fil-12","Laden des Lebensmittelvereins Zürich an der Zürcherstrasse 20 in Schlieren: Aussenansicht mit Kunden, die am Eingang anstehen","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;S"
"Sozarch_F_5033-Fil-12","Laden des Lebensmittelvereins Zürich an der Freiestrasse 1 in Schlieren: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;S"
"Sozarch_F_5033-Fil-12","Laden des Lebensmittelvereins Zürich an der Zürcherstrasse 20 in Schlieren: Eröffnung 1965, anstehende Kunden am Eingang","Neuzeit;20. Jh.;1951-2000;1961-1970;1965","Europa;Schweiz;Zürich, Kanton;S"
"Sozarch_F_5033-Fil-12","Laden des Lebensmittelvereins Zürich in Thalwil: Kassenbereich","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;T"
"Sozarch_F_5033-Fil-13","Laden des Lebensmittelvereins Zürich in Thalwil: Kunden am Essen im Restaurant","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;T"
"Sozarch_F_5033-Fil-13","Laden des Lebensmittelvereins Zürich in Thalwil (Konsumverein Thalwil): Aussenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;T"
"Sozarch_F_5033-Fil-13","""KVT Verkaufspavillon"", Laden des Lebensmittelvereins Zürich in Rüschlikon: Aussenansicht; im Hintergrund ref. Kirche, um 1960","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970","Europa;Schweiz;Zürich, Kanton;R"
"Sozarch_F_5033-Fil-13","Laden des Lebensmittelvereins Zürich in Thalwil: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;T"
"Sozarch_F_5033-Fil-13","Laden des Lebensmittelvereins Zürich in Thalwil: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;T"
"Sozarch_F_5033-Fil-13","Laden des Lebensmittelvereins Zürich in Thalwil: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;T"
"Sozarch_F_5033-Fil-13","Laden des Lebensmittelvereins Zürich an der Bergstrasse 37 in Urdorf, 25. Juni 1964: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1961-1970;1964","Europa;Schweiz;Zürich, Kanton;U"
"Sozarch_F_5033-Fil-13","Laden des Lebensmittelvereins Zürich in Uster, Mai 1966: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;U"
"Sozarch_F_5033-Fil-13","Laden des Lebensmittelvereins Zürich an der Neugutstrasse 1 in Wallisellen: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;W"
